企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
ダイワ通信株式会社,2220001020849,,,,隈田 佳孝,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2220001020849,人事部 ご採用ご担当者様,,石川県金沢市入江２丁目１８０番地,81,,,2026-06-15T17:07:46.028Z
株式会社ヤクルト北陸,3220001000230,,,,松井 裕一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001000230,人事部 ご採用ご担当者様,乳製品・ジュース清涼飲料等卸売業,石川県野々市市本町６丁目２０番１号,326,,1959,2026-06-15T17:07:46.039Z
石川日産自動車販売株式会社,3220001000998,,,,藤井 貴治,,0,,,https://ni-ishikawa.nissan-dealer.jp/top.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001000998,人事部 ご採用ご担当者様,新車・中古車の販売(用品含む)及び整備 自動車保険代理店業務,石川県金沢市若宮町ホ４７番地,279,,1942,2026-06-15T17:07:46.063Z
株式会社クマ,3220001002490,,,,浅岡 大輔,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001002490,人事部 ご採用ご担当者様,総合ビル管理・警備,石川県金沢市法島町１番１０号,58,,1974,2026-06-15T17:07:46.067Z
サンワ株式会社,3220001003142,,,,黒保 直冶,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001003142,人事部 ご採用ご担当者様,建物総合管理業,石川県金沢市間明町２丁目２４番地１,517,,1973,2026-06-15T17:07:46.076Z
株式会社シーピーユー,3220001003225,,,,木屋 満晶,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001003225,人事部 ご採用ご担当者様,,石川県金沢市西泉４丁目６０番地,150,,1975,2026-06-15T17:07:46.096Z
株式会社石川コンピュータ・センター,3220001000949,,,,山浦 伯之,,0,,,https://www.icc.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001000949,人事部 ご採用ご担当者様,１．地方自治体、医療機関、一般企業の業務アプリケーションの開発・販売・導入 ２．ＩＴ機器販売 ３．アウトソーシング ４．,石川県金沢市無量寺町ハ６番地１,444,,1972,2026-06-15T17:07:46.098Z
日本海警備保障株式会社,3220001005072,,,,稲原 淳,info@jsg-system.com,0.4,,,https://jsg-system.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001005072,人事部 ご採用ご担当者様,施設常駐警備　機械警備 イベント警備　交通誘導警備,石川県金沢市福増町北１３７７番地２,135,,1973,2026-06-15T17:07:46.132Z
株式会社ムラシマ事務所,3220001006995,,,,村島 聡乃,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001006995,人事部 ご採用ご担当者様,保守管理、建築設備設計,石川県金沢市泉野出町２丁目７番１３号,130,,1972,2026-06-15T17:07:46.136Z
北陸名鉄開発株式会社,3220001006483,,,,堀岡 整,info@hokumei.jp,0.4,,,http://www.hokumei.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001006483,人事部 ご採用ご担当者様,総合ビル管理・警備,石川県金沢市彦三町２丁目５番２７号,156,,1983,2026-06-15T17:07:46.137Z
株式会社ホンダカーズ石川,3220001006153,,,,生垣 洋介,,0,,,http://dealer.honda.co.jp/hondacars-ishikawa/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001006153,人事部 ご採用ご担当者様,自動車の販売、整備、保険代理店,石川県金沢市古府２丁目１２５番地１,168,,1978,2026-06-15T17:07:46.138Z
附田建設株式会社,3420001011785,,,,千田 昇,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001011785,人事部 ご採用ご担当者様,建築工事の実施・請負,青森県上北郡六ヶ所村大字尾駮字二又２３番地２,69,,1975,2026-06-15T17:07:46.157Z
十和田観光電鉄株式会社,3420001012049,,,,佐藤 行洋,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3420001012049,人事部 ご採用ご担当者様,一般乗合旅客自動車運送事業 一般貸切旅客自動車運送事業 一般旅客定期航路業　他,青森県十和田市稲生町１７番３号,240,,2007,2026-06-15T17:07:46.159Z
青森三菱ふそう自動車販売株式会社,4420001000275,,,,佐々木 眞,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001000275,人事部 ご採用ご担当者様,,青森県青森市大字石江字江渡８３番地１,151,,1968,2026-06-15T17:07:46.175Z
株式会社エービッツ,4420001000102,,,,青山 康生,info@a-bits.co.jp,0.4,,,https://www.a-bits.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001000102,人事部 ご採用ご担当者様,ソフトウェア開発、受託計算、データエントリー受託、ＯＡ機器販売、ＯＡサプライ販売、要員派遣、コンピュータ導入等のコンサル,青森県青森市新町２丁目６番２５号,88,,1968,2026-06-15T17:07:46.185Z
株式会社富士清ほりうち,4420001001802,,,,倉田 昌直,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001001802,人事部 ご採用ご担当者様,卸売業,青森県青森市大字野木字野尻３７番地２７９,100,,1961,2026-06-15T17:07:46.219Z
株式会社東洋社,4420001005357,,,,岡崎 勇介,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001005357,人事部 ご採用ご担当者様,クリーニング業,青森県青森市南佃２丁目２６番６号,296,,1952,2026-06-15T17:07:46.219Z
三谷産業イー・シー株式会社,3220001006847,,,,山田 徹,info@mitani-ec.co.jp,0.4,,,https://www.mitani-ec.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3220001006847,人事部 ご採用ご担当者様,①石油製品・ＬＰガス、バイオマス燃料およびリサイクル燃料の販売 ②化学工業薬品、工業用ガス、合成樹脂およびその成形品、電,石川県野々市市御経塚３丁目４７番地,156,,1997,2026-06-15T17:07:46.219Z
興陽電設株式会社,4420001005844,,,,坂本 朋子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001005844,人事部 ご採用ご担当者様,,青森県八戸市城下４丁目１０番１０号,56,,1974,2026-06-15T17:07:46.238Z
マルヨ水産株式会社,4420001006314,,,,榊 佳弘,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001006314,人事部 ご採用ご担当者様,水産食料品の製造,青森県八戸市築港街１丁目１番地４号,349,,1959,2026-06-15T17:07:46.241Z
東北三吉工業株式会社,4420001006958,,,,沼沢 裕公,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001006958,人事部 ご採用ご担当者様,,青森県三戸郡五戸町大字豊間内字地蔵平１番地６２２,132,,1977,2026-06-15T17:07:46.254Z
かがや食品株式会社,4420001008938,,,,尾崎 淳,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001008938,人事部 ご採用ご担当者様,食品製造業,青森県弘前市大字神田３丁目２番地１０,123,,1972,2026-06-15T17:07:46.258Z
株式会社サン・コーポレーション,4420001008021,,,,太田 心生,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001008021,人事部 ご採用ご担当者様,警備業　ビルメンテナンス,青森県五所川原市大字金山字亀ケ岡４６番地１８,395,,1986,2026-06-15T17:07:46.268Z
サンライズ産業株式会社,4420001010605,,,,工藤 博文,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001010605,人事部 ご採用ご担当者様,運輸業、燃料供給業、倉庫業、エコツーライト製造販売、レンタカー,青森県弘前市大字一町田字早稲田８６３番地,458,,1986,2026-06-15T17:07:46.272Z
株式会社大湊精電社,4420001012337,,,,柳谷 敬,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001012337,人事部 ご採用ご担当者様,,青森県むつ市大湊新町８番５号,153,,1970,2026-06-15T17:07:46.294Z
丸大堀内株式会社,4420001013483,,,,堀内 剛博,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4420001013483,人事部 ご採用ご担当者様,,青森県青森市問屋町２丁目１５番２２号,490,,2012,2026-06-15T17:07:46.316Z
ジャパンフード株式会社,5090001010695,,,,富田 和昭,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5090001010695,人事部 ご採用ご担当者様,,青森県上北郡おいらせ町字上久保６３番地１４,67,,1996,2026-06-15T17:07:46.317Z
太平ビルサービス株式会社,5420001001289,,,,狩野 伸彌,info@aomori.taihei-bs.co.jp,0.4,,,http://aomori.taihei-bs.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001001289,人事部 ご採用ご担当者様,総合ビルメンテナンス業,青森県青森市勝田１丁目１８番７号,1144,,1978,2026-06-15T17:07:46.327Z
株式会社工藤パン,5420001000778,,,,工藤 恭裕,info@kudopan.co.jp,0.4,,,http://www.kudopan.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001000778,人事部 ご採用ご担当者様,パン、和洋菓子の製造販売、ＣＶＳの経営,青森県青森市金沢３丁目２２番１号,480,,1948,2026-06-15T17:07:46.328Z
株式会社東酸,5420001001495,,,,葛西 信二,info@kk-tosan.co.jp,0.4,,,http://www.kk-tosan.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001001495,人事部 ご採用ご担当者様,高圧ガスの製造販売。 石油製品の販売。 溶接切断器具器材の販売。 産業機械の販売。 住宅設備機器の販売。 冷暖房・厨房機,青森県青森市原別５丁目１１番５６号,114,,1948,2026-06-15T17:07:46.331Z
株式会社佐々木建設工業,5420001002304,,,,佐々木 広輝,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001002304,人事部 ご採用ご担当者様,建築工事、土木工事、林業工事等、幅広い分野の工事を行っています。,青森県青森市青柳１丁目１６番９３号,72,,1980,2026-06-15T17:07:46.333Z
株式会社ＴＴＫエンジ青森,5420001001710,,,,須藤 淳,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001001710,人事部 ご採用ご担当者様,,青森県青森市大字浦町字奥野３５４番地９,97,,1973,2026-06-15T17:07:46.338Z
三八五交通株式会社,5420001006635,,,,小笠原 修,info@miyagokotsu.jp,0.4,,,http://www.miyagokotsu.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001006635,人事部 ご採用ご担当者様,・タクシー事業（一般乗用・一般乗合） ・バス事業（一般貸切・一般乗合） ・旅行業（旅行業　青2-148） ・介護事業（介,青森県八戸市城下４丁目１９番１５号,314,,1950,2026-06-15T17:07:46.358Z
トヤマ農材株式会社,5420001009274,,,,對馬 葉子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001009274,人事部 ご採用ご担当者様,農業用生産資材の卸売業,青森県弘前市大字城東北４丁目１番地２,135,,1969,2026-06-15T17:07:46.372Z
株式会社町田アンド町田商会,5420001009489,,,,町田 容一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001009489,人事部 ご採用ご担当者様,保険薬局、肥料・農薬・農業資材の販売、米販売など,青森県弘前市大字津賀野字浅田９９６番地,290,,1979,2026-06-15T17:07:46.379Z
県南環境保全センター株式会社,5420001011016,,,,佐藤 正樹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001011016,人事部 ご採用ご担当者様,浄化槽清掃業,青森県十和田市大字三本木字野崎４０番地３７０,181,,1968,2026-06-15T17:07:46.390Z
株式会社ムジコ・クリエイト,5420001009340,,,,新戸部 洋輔,info@mujicocreate.co.jp,0.4,,,http://mujicocreate.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001009340,人事部 ご採用ご担当者様,指定自動車教習所,青森県弘前市大字和泉１丁目３番地の１,215,,1986,2026-06-15T17:07:46.390Z
東管工業株式会社,5420001011726,,,,蛯沢 正子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001011726,人事部 ご採用ご担当者様,,青森県上北郡東北町字柳沢５９番地の２１,64,,1980,2026-06-15T17:07:46.411Z
株式会社エイエスワイ,6420001000158,,,,清水 稔,info@a-s-y.jp,0.4,,,http://a-s-y.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001000158,人事部 ご採用ご担当者様,ビルメンテナンス業,青森県青森市岡造道２丁目１７番４号,322,,1951,2026-06-15T17:07:46.427Z
株式会社マツダアンフィニ青森,6420001000389,,,,柳谷 彰成,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001000389,人事部 ご採用ご担当者様,自動車販売・整備業,青森県青森市問屋町１丁目３番１７号,60,,1979,2026-06-15T17:07:46.451Z
株式会社スズキ自販青森,6420001001131,,,,岡田 雅人,info@suzuki.co.jp,0.4,,,https://www.suzuki.co.jp/dealer/suzuki-j-aomori/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001001131,人事部 ご採用ご担当者様,四輪車（軽自動車・小型車）、船外機、電動車両の販売及び修理及び整備：中古車の販売：損害保険代理業務,青森県青森市石江１丁目２１番地３,269,,1969,2026-06-15T17:07:46.455Z
株式会社ザックス,5420001012567,,,,北田 浩,info@zax.co.jp,0.4,,,https://www.zax.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001012567,人事部 ご採用ご担当者様,化学、医療、環境分野に於けるプロジェクトコーディネイト事業,青森県下北郡東通村大字田屋字上流１１番地１,100,,1994,2026-06-15T17:07:46.475Z
株式会社西田組,6420001001676,,,,西田 文仁,info@nishidagumi.co.jp,0.4,,,http://www.nishidagumi.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001001676,人事部 ご採用ご担当者様,総合建設業、産業廃棄物処理業、除排雪作業受託,青森県青森市大字荒川字柴田１０２番地１,132,,1972,2026-06-15T17:07:46.478Z
株式会社鳥山土木工業,5420001011791,,,,鳥山 日出昭,info@kk-toriyama.jp,0.4,,,https://www.kk-toriyama.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5420001011791,人事部 ご採用ご担当者様,,青森県上北郡六ヶ所村大字倉内字笹崎２３２番地１４,81,,1981,2026-06-15T17:07:46.500Z
八戸通運株式会社,6420001006444,,,,角田 徹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001006444,人事部 ご採用ご担当者様,通運事業、貨物運送事業、通関業、損害保険代理店業、観光事業　他,青森県八戸市城下１丁目１番９号,418,,1943,2026-06-15T17:07:46.510Z
三八五フーズ株式会社,6420001006650,,,,沖本 直人,info@miyago.co.jp,0.4,,,http://www.miyago.co.jp/foods/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001006650,人事部 ご採用ご担当者様,弁当、惣菜,青森県八戸市大字長苗代字元木２６番地３,277,,1987,2026-06-15T17:07:46.537Z
三幸株式会社,6420001009091,,,,三枝 壮平,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001009091,人事部 ご採用ご担当者様,・ビルメンテナンス業、卸売業,青森県弘前市大字城東４丁目５番地の１１,157,,1965,2026-06-15T17:07:46.554Z
北上ビルメン株式会社,3400001006052,,,,鈴木 俊彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3400001006052,人事部 ご採用ご担当者様,総合ビル管理・警備保障,岩手県北上市幸町２番５号,600,,1972,2026-06-15T17:07:46.576Z
株式会社久慈中央商事,3400001007942,,,,枇杷 邦彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3400001007942,人事部 ご採用ご担当者様,,岩手県久慈市長内町第９地割２０番地,123,,1973,2026-06-15T17:07:46.582Z
共立寝具株式会社,6420001008993,,,,久保 栄一郎,info@kyouritsusingu.co.jp,0.4,,,https://kyouritsusingu.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6420001008993,人事部 ご採用ご担当者様,【リース】一般用貸布団、病院施設向け寝具・病衣・白衣・カーテン・布おむつ・清拭布・タオル類・入院室周辺環境機器全般 【ク,青森県弘前市大字門外４丁目３番地４７,141,,1963,2026-06-15T17:07:46.583Z
株式会社千田精密工業,3400601000586,,,,千田 ゆきえ,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3400601000586,人事部 ご採用ご担当者様,半導体製造装置部品の加工・製造,岩手県奥州市前沢字五合田１９番地１,162,,1983,2026-06-15T17:07:46.599Z
橋爪商事株式会社,3402701000193,,,,橋爪 博志,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3402701000193,人事部 ご採用ご担当者様,,岩手県大船渡市大船渡町字砂森２番地２０,160,,1951,2026-06-15T17:07:46.602Z
岩手トヨペット株式会社,4400001000194,,,,元持 雅行,,0,,,https://iwate.toyopet-dealer.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4400001000194,人事部 ご採用ご担当者様,自動車（新車・中古車）の販売 自動車の点検・整備 自動車の部用品販売 損害保険代理店業務,岩手県盛岡市上田２丁目１９番４０号,357,,1956,2026-06-15T17:07:46.622Z
