企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社中島商会,2260001004880,,,,中島弘晶,info@nakashima-shokai.co.jp,0.4,,,http://www.nakashima-shokai.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2260001004880,人事部 ご採用ご担当者様,●塗料・化成品・塗装設備・塗装機器等の販売 ●塗装設備・ラインの稼働フォロー ●塗装における仕様・色彩の提案 ●塗料の調,岡山県岡山市北区柳町２丁目２番２３号,372,,1950,2026-06-14T13:58:36.502Z
株式会社岡山マツダ,2260001006225,,,,中島史博,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2260001006225,人事部 ご採用ご担当者様,自動車販売・修理業務 自動車有償貸渡業務 損害保険代理店業務 等,岡山県岡山市北区野田４丁目１４番２０号,268,,1989,2026-06-14T13:58:36.512Z
株式会社イタミアート,2260001008618,,,,伊丹一晃,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2260001008618,人事部 ご採用ご担当者様,,岡山県岡山市南区新保６６０－１５,161,,,2026-06-14T13:58:36.540Z
四国医療サービス株式会社,1490001000783,,,,吉永英人,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1490001000783,人事部 ご採用ご担当者様,リネンサプライ業,愛媛県松山市久万ノ台１１９５番地,1056,,1965,2026-06-14T13:58:36.542Z
株式会社伊予鉄グループ,1500001000476,,,,清水一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001000476,人事部 ご採用ご担当者様,,愛媛県松山市湊町４丁目４番地１,50,,,2026-06-14T13:58:36.550Z
株式会社新来島どっく,1010001045595,,,,森克司,info@skdy.co.jp,0.4,,,https://www.skdy.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001045595,人事部 ご採用ご担当者様,各種船舶の建造、修理及び解体、船舶用機器並びにその他諸機械の製造及び修理,愛媛県今治市大西町新町甲９４５番地,850,,1960,2026-06-14T13:58:36.569Z
愛媛トヨペット株式会社,1500001000807,,,,横田知明,info@e-tp.jp,0.4,,,https://www.e-tp.jp/corporate/csr#u20220824093638,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001000807,人事部 ご採用ご担当者様,自動車販売及び整備,愛媛県松山市空港通５丁目７番９号,240,,1956,2026-06-14T13:58:36.569Z
株式会社ウイン,1500001000617,,,,村上泰久,info@pro-win.co.jp,0.4,,,https://www.pro-win.co.jp/profile/actionplan_nextgeneration.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001000617,人事部 ご採用ご担当者様,システム開発・情報処理・派遣業,愛媛県松山市二番町３丁目６番地５,345,,1997,2026-06-14T13:58:36.585Z
中島硝子工業株式会社,1260001018295,,,,勇木健,info@ngci.co.jp,0.4,,,http://www.ngci.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1260001018295,人事部 ご採用ご担当者様,機能ガラス製造販売,岡山県井原市木之子町５３０１番地の２,217,,1965,2026-06-14T13:58:36.599Z
株式会社スズキ自販松山,1500001002274,,,,川路英治,info@suzuki.co.jp,0.4,,,https://www.suzuki.co.jp/dealer/sj-matsuyama/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001002274,人事部 ご採用ご担当者様,自動車販売・修理　他,愛媛県松山市高岡町１８３番地３,177,,1990,2026-06-14T13:58:36.608Z
株式会社トヨタレンタリース西四国,1500001002943,,,,横田知明,info@r-ehm.co.jp,0.4,,,http://www.r-ehm.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001002943,人事部 ご採用ご担当者様,自動車賃貸業,愛媛県松山市南吉田町２７５０番地１２,141,,1970,2026-06-14T13:58:36.616Z
ピコシステム株式会社,2260001005516,,,,丹波真二,info@picosystem.co.jp,0.4,,,http://www.picosystem.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2260001005516,人事部 ご採用ご担当者様,システム設計及びプログラム開発、コンピューター・コピー・ファクシミリ・ＯＡ機器販売および保守管理、パソコン教室、ドコモシ,岡山県岡山市南区西市９８番地の４,141,,1996,2026-06-14T13:58:36.617Z
株式会社レデイ薬局,1500001004428,,,,三橋信也,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001004428,人事部 ご採用ご担当者様,,愛媛県松山市南江戸４丁目３番３７号,4000,,1968,2026-06-14T13:58:36.624Z
株式会社和光ビルサービス,1500001004626,,,,武智健,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001004626,人事部 ご採用ご担当者様,ビルメンテナンス業,愛媛県松山市竹原町１丁目１０番地１６,171,,1979,2026-06-14T13:58:36.625Z
株式会社アグサス,1500001003735,,,,高岡康伯,info@agusas.co.jp,0.4,,,https://www.agusas.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001003735,人事部 ご採用ご担当者様,OA機器の販売及びサポート&サービス,愛媛県松山市六軒家町２番３０号,170,,1974,2026-06-14T13:58:36.633Z
株式会社栗之浦ドック,1500001008296,,,,成瀬倉祥,info@kurinouradock.co.jp,0.4,,,https://kurinouradock.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001008296,人事部 ご採用ご担当者様,船舶製造・修繕業,愛媛県八幡浜市栗野浦３６５番地,142,,1950,2026-06-14T13:58:36.673Z
株式会社松宮,1500001003909,,,,橘丈太郎,info@kk-matsumiya.com,0.4,,,http://kk-matsumiya.com/?page_id=13#spb-bookmark-1,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001003909,人事部 ご採用ご担当者様,食品卸売業,愛媛県松山市問屋町６番２６号,57,,1963,2026-06-14T13:58:36.685Z
ＢＥＭＡＣ株式会社,1500001011226,,,,小田雅人,info@bemac-jp.com,0.4,,,http://www.bemac-jp.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1500001011226,人事部 ご採用ご担当者様,電気機械器具製造業,愛媛県今治市野間甲１０５番地,1224,,1956,2026-06-14T13:58:36.756Z
株式会社愛媛銀行,2500001000005,,,,頭取西川義教,info@himegin.co.jp,0.4,,,http://www.himegin.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001000005,人事部 ご採用ご担当者様,銀行業,愛媛県松山市勝山町２丁目１番地,1695,,,2026-06-14T13:58:36.758Z
井関農機株式会社,2500001000533,,,,冨安司郎,info@iseki.co.jp,0.4,,,http://www.iseki.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001000533,人事部 ご採用ご担当者様,当社はつぎの製品の製造および販売を主要な事業内容としております。 整地用機械 ・・・ トラクタ、耕うん機、乗用管理機、草,愛媛県松山市馬木町７００番地,560,,,2026-06-14T13:58:36.760Z
株式会社愛媛新聞社,2500001000764,,,,加藤令史,info@ehime-np.co.jp,0.4,,,http://www.ehime-np.co.jp/kaisha/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001000764,人事部 ご採用ご担当者様,日刊新聞発行、各種事業の開催,愛媛県松山市大手町１丁目１２番地１,251,,1941,2026-06-14T13:58:36.761Z
愛媛トヨタ自動車株式会社,2500001000806,,,,横田知明,info@ehimetoyota.jp,0.4,,,http://ehimetoyota.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001000806,人事部 ご採用ご担当者様,販売業（車両・保険・情報端末機器等）車両整備等,愛媛県松山市宮田町１０９番地の１,216,,1940,2026-06-14T13:58:36.769Z
福泉株式会社,2500001003486,,,,福泉秀人,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001003486,人事部 ご採用ご担当者様,LPガス及び住宅機器販売,愛媛県松山市雄郡１丁目１番３２号,64,,1975,2026-06-14T13:58:36.787Z
株式会社ビージョイ,2500001003387,,,,宮内圭三,info@bejoy.jp,0.4,,,http://www.bejoy.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001003387,人事部 ご採用ご担当者様,食肉卸売業,愛媛県松山市枝松５丁目８番１２号,385,,1961,2026-06-14T13:58:36.795Z
瀬戸内運輸株式会社,2500001011778,,,,渡邉和秀,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001011778,人事部 ご採用ご担当者様,一般乗合・貸切旅客自動車運送事業,愛媛県今治市東門町１丁目２番地１,213,,,2026-06-14T13:58:36.861Z
四国ガス燃料株式会社,2500001011654,,,,佐薙秀樹,info@shikoku-gasnen.co.jp,0.4,,,http://www.shikoku-gasnen.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001011654,人事部 ご採用ご担当者様,（１）液化石油ガス、天然ガスの販売（卸、小売） （２）簡易ガス事業 （３）液化石油ガス工業用プラント設計、施工 （４）ガ,愛媛県今治市中寺字樋掛２２６番地１,303,,1959,2026-06-14T13:58:36.874Z
株式会社大昌鉃工所,2500001014698,,,,福崎祥正,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001014698,人事部 ご採用ご担当者様,産業用機械の設計、製作、販売,愛媛県四国中央市川之江町９１０番地,124,,1959,2026-06-14T13:58:36.889Z
九州警備保障株式会社,1330001001087,,,,西川尚希,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001001087,人事部 ご採用ご担当者様,警備業,熊本県熊本市中央区帯山４丁目１８番１１号,432,,1984,2026-06-14T13:58:36.913Z
ツバメ工業株式会社,2500001014715,,,,石川喜平,info@8441.jp,0.4,,,http://www.8441.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001014715,人事部 ご採用ご担当者様,封筒製造,愛媛県四国中央市川之江町２４１５番地,105,,1953,2026-06-14T13:58:36.913Z
株式会社リブドゥコーポレーション,2500001014723,,,,宇田知仁,info@livedo.jp,0.4,,,http://www.livedo.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001014723,人事部 ご採用ご担当者様,大人用紙おむつ、メディカルディスポーザブル用品の製造、販売,愛媛県四国中央市金田町半田乙４５番地の２,1039,,1965,2026-06-14T13:58:36.926Z
フクダ電子西部南販売株式会社,1330001004032,,,,石田勝利,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001004032,人事部 ご採用ご担当者様,医療機器販売業,熊本県熊本市中央区帯山２丁目５－２７,110,,1974,2026-06-14T13:58:36.936Z
熊本綜合管理株式会社,1330001001442,,,,佐藤伸洋,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001001442,人事部 ご採用ご担当者様,総合ビルメンテナンス,熊本県熊本市東区石原１丁目１１番２４号,142,,1972,2026-06-14T13:58:36.937Z
株式会社ありがとうサービス,2500001012603,,,,兼井本雅之,info@arigatou-s.com,0.4,,,http://www.arigatou-s.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2500001012603,人事部 ご採用ご担当者様,◆ブックオフやハードオフ等のリユース事業 ◆ショコラトリーツムギやモスバーガー等のフードサービス事業 ◆温浴・宿泊施設の,愛媛県今治市八町西３丁目６番３０号,1471,,2000,2026-06-14T13:58:36.949Z
株式会社くまもと健康支援研究所,1330001007381,,,,松尾洋,info@kwsi.co.jp,0.4,,,http://www.kwsi.co.jp/company.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001007381,人事部 ご採用ご担当者様,健康保健指導、介護予防サービス、健康関連コンサルティング,熊本県熊本市東区御領６丁目８番２０号,260,,2006,2026-06-14T13:58:36.978Z
木村電機株式会社,1330001011094,,,,木村真充,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001011094,人事部 ご採用ご担当者様,電設資材の卸売,熊本県上益城郡嘉島町大字上仲間２９４番地２０,117,,1956,2026-06-14T13:58:36.995Z
株式会社旭製作所,1330001018362,,,,池田靖之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001018362,人事部 ご採用ご担当者様,,熊本県荒尾市高浜１９７８番地,440,,1979,2026-06-14T13:58:37.029Z
ヒノマル株式会社,1330001027512,,,,安武広信,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001027512,人事部 ご採用ご担当者様,農業関係製品の卸売り,熊本県熊本市中央区九品寺５丁目７番２９号,99,,2020,2026-06-14T13:58:37.051Z
白鷺電気工業株式会社,1330001002440,,,,沼田幸広,info@shirasagidenki.co.jp,0.4,,,https://www.shirasagidenki.co.jp/sdgs/work-style/diversity/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1330001002440,人事部 ご採用ご担当者様,建設業（電気工事業）,熊本県熊本市東区御領８丁目３番３８号,135,,1958,2026-06-14T13:58:37.059Z
株式会社ＲＫＫＣＳ,2330001000063,,,,金子篤,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001000063,人事部 ご採用ご担当者様,,熊本県熊本市中央区九品寺１丁目５番１１号,686,,1966,2026-06-14T13:58:37.060Z
株式会社九州開発エンジニヤリング,2330001001086,,,,原田卓,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001001086,人事部 ご採用ご担当者様,建設コンサルタント 補償コンサルタント,熊本県熊本市東区錦ケ丘３３番１７号,105,,1975,2026-06-14T13:58:37.070Z
株式会社エムロード,2330001004502,,,,三角雄介,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001004502,人事部 ご採用ご担当者様,石油製品販売・中古車売買・鈑金塗装・保険・オートリース,熊本県熊本市中央区本山４丁目３番７号,195,,1966,2026-06-14T13:58:37.089Z
株式会社野田市電子,2330001003693,,,,野田和宏,info@nodaichi.co.jp,0.4,,,https://www.nodaichi.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001003693,人事部 ご採用ご担当者様,製造業,熊本県熊本市中央区世安２丁目１番１６号,243,,1980,2026-06-14T13:58:37.105Z
米善機工株式会社,2330001004873,,,,高橋不二夫,info@yonezen.co.jp,0.4,,,http://www.yonezen.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001004873,人事部 ご採用ご担当者様,機械器具・工具等専門商社,熊本県熊本市中央区十禅寺１丁目４番８０号,59,,1962,2026-06-14T13:58:37.110Z
株式会社永野商店,2330001006960,,,,永野順也,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001006960,人事部 ご採用ご担当者様,,熊本県熊本市北区室園町１０番２２号,162,,1979,2026-06-14T13:58:37.113Z
株式会社前田産業,2330001004304,,,,前田一美,info@maedasangyo.co.jp,0.4,,,https://maedasangyo.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001004304,人事部 ご採用ご担当者様,総合解体工事業 産業廃棄物収集運搬 産業廃棄物処分,熊本県熊本市南区野田３丁目１３番１号,214,,1974,2026-06-14T13:58:37.119Z
富田薬品株式会社,2330001003264,,,,富田久雄,info@tomita-pharma.co.jp,0.4,,,https://www.tomita-pharma.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001003264,人事部 ご採用ご担当者様,薬業を通じて福祉社会興隆のために寄与することを目的として、薬品総合卸売業を営んでいます。 常にお得意先の立場を尊重しつ,熊本県熊本市中央区九品寺６丁目２番３５号,1304,,1948,2026-06-14T13:58:37.125Z
株式会社マイスティア,2330001009286,,,,工藤正也,info@meistier.co.jp,0.4,,,https://www.meistier.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001009286,人事部 ご採用ご担当者様,製造装置・精密機械の企画開発～製造販売 精密機械等のメンテナス・フィールドサービス 組込みIoTシステム及び周辺機器の企,熊本県合志市福原１番地３５,1750,,1990,2026-06-14T13:58:37.147Z
株式会社オカムラ,2330001012686,,,,岡村健志,info@okamura-tmc.co.jp,0.4,,,https://okamura-tmc.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001012686,人事部 ご採用ご担当者様,廃棄物収集運搬業、ビルメンテナンス業,熊本県宇城市松橋町久具１９４８番地１,209,,1986,2026-06-14T13:58:37.190Z
株式会社日本ビル管理,2330001003529,,,,緒方倫功,info@nbkanri.co.jp,0.4,,,http://www.nbkanri.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2330001003529,人事部 ご採用ご担当者様,ビルメンテナンス業,熊本県熊本市中央区桜町２番１７号,194,,1973,2026-06-14T13:58:37.205Z
株式会社ＡＲＩＡＫＥ,3330001000228,,,,藤本祐二,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3330001000228,人事部 ご採用ご担当者様,,熊本県熊本市南区幸田２丁目７番１号,110,,1968,2026-06-14T13:58:37.240Z
クリーンペア九州株式会社,3330001001291,,,,工藤一広,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3330001001291,人事部 ご採用ご担当者様,病院等施設清掃・空調関係清掃・ホームユース鳥害対策,熊本県熊本市東区小山町２２１７番地１,451,,1998,2026-06-14T13:58:37.250Z
