企業名,法人番号,品質スコア,優先度,属性ランク,intent★,新卒フラグ,系統,取得元媒体,起点系統,起点ソース,ソース数,トリガー,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,業種,都道府県,従業員数,設立年,補助金,ICP適合,採用インテント,データ品質,タイミング,インテント根拠,スコア根拠,取得日,掲載媒体,掲載媒体数,採用予定人数,採用ページ有無,採用ページURL,新卒言及,職種,外部採用媒体,根拠,プレスリリース,採用ページ更新,インテント,辞退シグナル
株式会社ビルワーク・ジャパン,1370001002131,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,納庄国英,,,,,http://www.builwork.co.jp/,総合ビルメンテナンス業,宮城県仙台市太白区富沢西４丁目９番地の９,450,1982,,46,6,25,70,実シグナル,ICP:規模450=ICP外 / ICP:設立44年 / INT:intent★1,2026-06-14,,0,,,,,,,top-fetch-failed,,,,
株式会社オオケン,1240001001765,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,大中幹夫,,,,,http://www.oken-co.jp/,"ビルの設備管理・警備・清掃等行う総合ビルメンテナンス業
指定管理者事業",広島県広島市南区松川町５番９号,709,1965,,46,6,25,70,実シグナル,ICP:規模709=ICP外 / ICP:設立61年 / INT:intent★1,2026-06-14,,0,,,,,,,no-recruit-link,,,,
環境をサポートする株式会社きらめき,1110001001720,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,山田茂孝,,,,,http://www.kirameki.co.jp/,ビルメンテナンス・清掃・警備・指定管理者,新潟県新潟市中央区東堀前通６番町１０６１番地,832,1963,,46,6,25,70,実シグナル,ICP:規模832=ICP外 / ICP:設立63年 / INT:intent★1,2026-06-14,,0,,○,https://kirameki.co.jp/error/?e=404,,,1049.cc,common-path,,,,
株式会社有沢製作所,1110001018789,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,有沢悠太,,,,,https://www.arisawa.co.jp/,電子材料、産業用構造材料、電気絶縁材料、ディスプレイ材料などの製造・販売,新潟県上越市南本町１丁目５番５号,670,1949,,46,6,25,70,実シグナル,ICP:規模670=ICP外 / ICP:設立77年 / INT:intent★1,2026-06-14,,0,,○,https://www.arisawa.co.jp/jp/recruit/inquiry.html,,,arisawa-saiyo.com,top-anchor,,,,
株式会社スズキ自販長野,1100001001580,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,鈴木彰人,,,,,http://www.sj-nagano.jp/,自動車の販売整備業,長野県長野市大字北尾張部１１６番地,304,1967,,46,6,25,70,実シグナル,ICP:規模304=ICP外 / ICP:設立59年 / INT:intent★1,2026-06-14,,0,,,,,,,top-fetch-failed,,,,
株式会社エラン,1100001014640,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,峯崎友宏,,,,,https://www.kkelan.com/,入院セット「CSセット」の提供,長野県松本市出川町１５番１２号,378,1995,,46,6,25,70,実シグナル,ICP:規模378=ICP外 / ICP:設立31年 / INT:intent★1,2026-06-14,,0,,○,https://www.kkelan.com/contact/recruit/,,事務,recruit.kkelan.com,common-path,,,,
株式会社共和コーポレーション,1100001000797,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,宮本和彦,,,,,http://www.kyowa-corp.co.jp,"アミューズメント施設・バッティングセンター・
ボウリング場の運営／ゲーム関連機器の販売／
アミューズメント施設管理委託／",長野県長野市若里３丁目１０番２８号,961,1986,,46,6,25,70,実シグナル,ICP:規模961=ICP外 / ICP:設立40年 / INT:intent★1,2026-06-14,,0,,○,https://kyowa-corp.saiyo-job.jp/tpkj/recruit/,,,kyowa-corp.saiyo-job.jp,external-only,,,,
東濃建物管理株式会社,1200001017955,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,河方誠,,,,,http://green-clean.jp/,建物総合管理,岐阜県可児市広見２丁目５７番地,307,1979,,46,6,25,70,実シグナル,ICP:規模307=ICP外 / ICP:設立47年 / INT:intent★1,2026-06-14,,0,,○,https://green-clean.jp/company/recruit/,,,,top-anchor,,,,
株式会社ＵＬ　Ｊａｐａｎ,1190001006514,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,山上英彦,,,,,https://japan.ul.com/,製品安全試験・認証、EMC（電磁環境両立性）測定・評価、セミナー提供,三重県伊勢市朝熊町４３８３番３２６,600,1980,,46,6,25,70,実シグナル,ICP:規模600=ICP外 / ICP:設立46年 / INT:intent★1,2026-06-14,,0,,○,https://japan.ul.com/resources/career/,,,,top-anchor,,,,
昭和コンクリート工業株式会社,2200001002601,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,村瀬大一郎,,,,,http://www.showa-con.co.jp/,ＰＣ橋梁・コンクリート二次製品などの設計施工製造販売,岐阜県岐阜市香蘭１丁目１番地,792,1956,,46,6,25,70,実シグナル,ICP:規模792=ICP外 / ICP:設立70年 / INT:intent★1,2026-06-14,,0,,○,https://www.instagram.com/showa_con.recruit/,,,instagram.com/showa-recruit.jp,external-only,,,,
タカラバイオ株式会社,1160001002490,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,仲尾功一,,,,,http://www.takara-bio.co.jp/,研究用試薬、理化学機器の開発製造販売、再生医療等製品の開発製造支援サービス、遺伝子解析受託サービス、遺伝子治療の臨床開発,滋賀県草津市野路東７丁目４番３８号,800,2002,,46,6,25,70,実シグナル,ICP:規模800=ICP外 / ICP:設立24年 / INT:intent★1,2026-06-14,,0,,○,https://www.takara-bio.co.jp/ja/recruit.html,,,,top-anchor,,,,
株式会社扇港電機,2190001015290,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,横山大幸,,,,,http://www.senko-grp.co.jp,電気設備資材・機器卸売,三重県四日市市北浜町８番１６号,925,1949,,46,6,25,70,実シグナル,ICP:規模925=ICP外 / ICP:設立77年 / INT:intent★1,2026-06-14,,0,,○,https://job.mynavi.jp/27/pc/search/corp73035/outline.html,,,job.mynavi.jp/recruit.senko-grp.co.jp,external-only,,,,
株式会社近畿予防医学研究所,2160001000535,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,広田周一,,,,,https://www.kinkiyoken.co.jp/,"臨床検査事業
調剤薬局事業
福祉用具、介護用品の販売、レンタル事業
サービス付き高齢者向け住宅の事業
通所介護、訪問介護",滋賀県大津市湖城が丘１９番９号,588,1962,,46,6,25,70,実シグナル,ICP:規模588=ICP外 / ICP:設立64年 / INT:intent★1,2026-06-14,,0,,○,https://www.kinkiyoken.co.jp/recruit/,,,career-cloud.asia,common-path,,,,
キヤノンマシナリー株式会社,2160001013058,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,田島純一,,,,,https://machinery.canon/ja/index.html,先端分野の自動化・省力化装置の設計・製造・販売,滋賀県草津市南山田町字縄手崎８５番地,627,1972,,46,6,25,70,実シグナル,ICP:規模627=ICP外 / ICP:設立54年 / INT:intent★1,2026-06-14,,0,,○,https://machinery.canon/ja/about/recruit/information-career/index.html,,営業/技術職/看護,job.mynavi.jp,top-anchor,,,,
ジャパンマテリアル株式会社,2190001015191,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,田中久男,,,,,http://www.j-materials.jp/,"①エレクトロニクス関連事業
②グラフィックスソリューション事業",三重県三重郡菰野町大字永井３０９８番２２,429,1997,,46,6,25,70,実シグナル,ICP:規模429=ICP外 / ICP:設立29年 / INT:intent★1,2026-06-14,,0,,○,https://www.jm-recruit.jp/,,,jm-recruit.jp,external-only,,,,
株式会社新来島どっく,1010001045595,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,森克司,,,,,https://www.skdy.co.jp/,各種船舶の建造、修理及び解体、船舶用機器並びにその他諸機械の製造及び修理,愛媛県今治市大西町新町甲９４５番地,850,1960,,46,6,25,70,実シグナル,ICP:規模850=ICP外 / ICP:設立66年 / INT:intent★1,2026-06-14,,0,,○,https://www.skdy.co.jp/recruit/,,営業/企画,,top-anchor,,,,
ＢＥＭＡＣ株式会社,1500001011226,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,小田雅人,,,,,http://www.bemac-jp.com,電気機械器具製造業,愛媛県今治市野間甲１０５番地,1224,1956,,46,6,25,70,実シグナル,ICP:規模1224=ICP外 / ICP:設立70年 / INT:intent★1,2026-06-14,,0,,○,https://bemac-recruit.com/,,,bemac-recruit.com,common-path,,,,
株式会社リブドゥコーポレーション,2500001014723,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,宇田知仁,,,,,http://www.livedo.jp,大人用紙おむつ、メディカルディスポーザブル用品の製造、販売,愛媛県四国中央市金田町半田乙４５番地の２,1039,1965,,46,6,25,70,実シグナル,ICP:規模1039=ICP外 / ICP:設立61年 / INT:intent★1,2026-06-14,,0,,○,https://livedo.jp/recruit/information/challenged/,,営業/介護,,top-anchor,,,,
富田薬品株式会社,2330001003264,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,富田久雄,,,,,https://www.tomita-pharma.co.jp,"薬業を通じて福祉社会興隆のために寄与することを目的として、薬品総合卸売業を営んでいます。
　常にお得意先の立場を尊重しつ",熊本県熊本市中央区九品寺６丁目２番３５号,1304,1948,,46,6,25,70,実シグナル,ICP:規模1304=ICP外 / ICP:設立78年 / INT:intent★1,2026-06-14,,0,,○,https://www.tomita-pharma.co.jp/recruit/career/,,,job.rikunabi.com/job.mynavi.jp,top-anchor,,,,
熊本ダイハツ販売株式会社,3330001001507,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,畑島幸博,,,,,https://kumamoto.dd.daihatsu.co.jp,自動車販売及び整備その他,熊本県熊本市南区平田２丁目８番７０号,398,1968,,46,6,25,70,実シグナル,ICP:規模398=ICP外 / ICP:設立58年 / INT:intent★1,2026-06-14,,0,,○,https://kumamoto.dd.daihatsu.co.jp/Company/recruit,,営業/販売,,top-anchor,,,,
株式会社ありがとうサービス,2500001012603,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,兼井本雅之,,,,,http://www.arigatou-s.com,"◆ブックオフやハードオフ等のリユース事業
◆ショコラトリーツムギやモスバーガー等のフードサービス事業
◆温浴・宿泊施設の",愛媛県今治市八町西３丁目６番３０号,1471,2000,,46,6,25,70,実シグナル,ICP:規模1471=ICP外 / ICP:設立26年 / INT:intent★1,2026-06-14,,0,,○,https://jp.indeed.com/cmp/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE-%E3%81%82%E3%82%8A%E3%81%8C%E3%81%A8%E3%81%86%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/jobs?clearPrefilter=1,,,jp.indeed.com/arigatou-saiyou.com,external-only,,,,
新常磐交通株式会社,2380001013060,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,高野康央,,,,,http://www.joko.co.jp,"乗合バス事業、貸切バス事業
自動車教習事業、不動産事業、車両整備・販売・保険事業
燃料等販売事業、観光事業",福島県いわき市明治団地４番地の１,374,1983,,46,6,25,70,実シグナル,ICP:規模374=ICP外 / ICP:設立43年 / INT:intent★1,2026-06-14,,0,,○,https://www.joko.co.jp/recruit,,総合職,,top-anchor,,,,
サンセイ医機株式会社,1380001009159,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,八角洋,,,,,https://www.sansei-iki.co.jp/,医療機器・診療材料卸売業,福島県郡山市昭和２丁目１１番５号,310,1959,,46,6,25,70,実シグナル,ICP:規模310=ICP外 / ICP:設立67年 / INT:intent★1,2026-06-14,,0,,○,https://www.sansei-iki.co.jp/recruit.php,,,olba.co.jp,top-anchor,,,,
株式会社常陽銀行,1050001001231,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,頭取笹島律夫,,,,,http://www.joyobank.co.jp,普通銀行業,茨城県水戸市南町２丁目５番５号,5285,1935,,46,6,25,70,実シグナル,ICP:規模5285=ICP外 / ICP:設立91年 / INT:intent★1,2026-06-14,,0,,○,https://www.joyobank.co.jp/recruit/,,営業/コンサル,,common-path,,,,
トヨタカローラ新茨城株式会社,1050001001867,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,佐藤信聡,,,,,https://www.corolla-si.com/corporate/plan,"・トヨタ系列の新車販売
・各種中古車の販売
・自動車用品販売
・自動車点検・整備・板金塗装
・保険代理店業務（損保・生保",茨城県水戸市水府町１５２２番地の１,384,1962,,46,6,25,70,実シグナル,ICP:規模384=ICP外 / ICP:設立64年 / INT:intent★1,2026-06-14,,0,,○,https://www.corolla-si.com/recruit-top/companyPolicy,,営業/販売/マーケティング,,top-anchor,,,,
新安全警備保障株式会社,1050001004969,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,小俣力男,,,,,http://www.shinanzenkeibi.com/main.html,警備業,茨城県水戸市吉沢町３５７番地の１,548,1992,,46,6,25,70,実シグナル,ICP:規模548=ICP外 / ICP:設立34年 / INT:intent★1,2026-06-14,,0,,○,https://shinanzenkeibi.com/recruit/,,介護/販売,,top-anchor,,,,
福島日産自動車株式会社,2380001001511,31,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,金子與志幸,,,,,http://ni-fukushima.nissan-dealer.jp,"自動車販売（新車・中古車・フォークリフト）
自動車整備、自動車部品・用品販売",福島県福島市北町２番３２号,640,1938,,46,6,25,70,実シグナル,ICP:規模640=ICP外 / ICP:設立88年 / INT:intent★1,2026-06-14,,0,,○,https://ni-fukushima-nissan.official.career/,,,ni-fukushima-nissan.official.career,external-only,,,,
ＮＴＴ都市開発株式会社,1010001012372,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,中川裕,,,,,https://www.nttud.co.jp/,"(1) 不動産の取得、処分及び管理
(2) 不動産の貸借、仲介及び鑑定
(3) 建築物の設計、施工、工事監理及びその受託",東京都千代田区外神田４丁目１４番１号,764,,,42,6,25,70,実シグナル,ICP:規模764=ICP外 / INT:intent★1,2026-06-14,,0,,,,,,,top-fetch-failed,,,,
株式会社ミクニ,1010001008791,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,生田久貴,,,,,https://www.mikuni.co.jp/,"電子制御燃料噴射関連機器の製造・販売
気化器類、ポンプ類その他自動車部品の製造・販売
ガス制御機器の製造・販売
航空宇宙",東京都千代田区外神田６丁目１３番１１号,1627,,,42,6,25,70,実シグナル,ICP:規模1627=ICP外 / INT:intent★1,2026-06-14,,0,,○,https://www.mikuni.co.jp/recruit/special/,,営業/事務/介護/販売,mikuni-recruit.snar.jp,top-anchor,,,,
株式会社資生堂,1010001034813,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,藤原憲太郎,,,,,https://corp.shiseido.com/jp/sustainability/labor/working.html,化粧品、業務用化粧品、石鹸、シャンプー、リンス、医薬品などの製造販売、輸出入,東京都中央区銀座７丁目５番５号,5159,,,42,6,25,70,実シグナル,ICP:規模5159=ICP外 / INT:intent★1,2026-06-14,,0,,○,https://corp.shiseido.com/jp/careers/,,マーケティング,careers.shiseido.com,top-anchor,,,,
日清オイリオグループ株式会社,1010001034887,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,久野貴久,,,,,https://www.nisshin-oillio.com/company/,油脂事業、加工食品・素材事業、ファインケミカル事業　等,東京都中央区新川１丁目２３番１号,1577,,,42,6,25,70,実シグナル,ICP:規模1577=ICP外 / INT:intent★1,2026-06-14,,0,,○,https://www.nisshin-oillio.com/company/recruit/shinsotu/,,営業/企画/販売,hrmos.co,top-anchor,,,,
東海東京フィナンシャル・ホールディングス株式会社,1010001034202,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,佐藤昌孝,,,,,https://www.tokaitokyo-fh.jp/sustainability/materiality-4/diversity/,東海東京証券を中心とする東海東京フィナンシャル・グループの持株会社。,東京都中央区日本橋２丁目５番１号,2800,,,42,6,25,70,実シグナル,ICP:規模2800=ICP外 / INT:intent★1,2026-06-14,,0,,○,https://www.tokaitokyo-fh.jp/recruit/saiyo/,,営業,armg.jp,top-anchor,,,,
ＳＡＮＥＩ株式会社,1120001012428,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,西岡利明,,,,,https://www.sanei.ltd/,水道器具製造販売,大阪府大阪市東成区玉津１丁目１２番２９号,845,,,42,6,25,70,実シグナル,ICP:規模845=ICP外 / INT:intent★1,2026-06-14,,0,,○,https://www.sanei.ltd/library/recruit/,,営業/技術職/事務/企画/介護,,top-anchor,,,,
株式会社サガミホールディングス,1180001000443,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,大西尚真,,,,,http://www.sagami.co.jp/,飲食業,愛知県名古屋市守山区八剣２丁目１１８番地,7426,,,42,6,25,70,実シグナル,ICP:規模7426=ICP外 / INT:intent★1,2026-06-14,,0,,,,,,,top-fetch-failed,,,,
明星工業株式会社,1120001049032,30,後回し,C,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,栁瀬徹次,,,,,https://www.meisei-kogyo.co.jp,断熱工事業　（保温・保冷、築炉耐火、断熱耐火被覆、原子力その他）,大阪府大阪市西区京町堀１丁目８番５号,358,,,42,6,25,70,実シグナル,ICP:規模358=ICP外 / INT:intent★1,2026-06-14,,0,,○,https://www.meisei-kogyo.co.jp/recruit/,,営業,,top-anchor,,,,
