企業名,採用担当者名,代表者名,架電宛名,役職,公式URL,業種,都道府県,電話番号,上場,設立,取得元,根拠URL
株式会社ドリーム・アーツ,,山本孝昭,山本孝昭 様,,https://www.dreamarts.co.jp/,情報通信,東京都,03-5475-2501,東証グロース資本,1996,PR TIMES,https://prtimes.jp/main/html/rd/p/000000293.000025071.html
PCIソリューションズ株式会社,,沼田昌昭,沼田昌昭 様,,https://www.pci-sol.com/,情報通信,東京都,03-6866-0230,未上場,2012,PR TIMES,https://prtimes.jp/main/html/rd/p/000000028.000100145.html
PingCAP株式会社,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000117.000089466.html
株式会社Photosynth,,河瀬航大,河瀬航大 様,,https://photosynth.co.jp/,情報通信,東京都,,東証グロース資本,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000121.000011385.html
リコージャパン株式会社,,執行役員,執行役員 様,,http://www.ricoh.co.jp/,商業（卸売業、小売業）,、奈良県,03-6837-8800,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000211.000006187.html
株式会社エスエスケイ,,佐々木恭一,佐々木恭一 様,,https://www.ssksports.com/,商業（卸売業、小売業）,大阪府,06-6768-1111,未上場,1946,PR TIMES,https://prtimes.jp/main/html/rd/p/000000968.000051499.html
ＮＥＣネクサソリューションズ株式会社,,木下孝彦,木下孝彦 様,,https://www.nec-nexs.com/,情報通信,、愛知県,03-5730-5000,未上場,1974,PR TIMES,https://prtimes.jp/main/html/rd/p/000000147.000104608.html
日本電気株式会社,,森田隆之,森田隆之 様,,https://jpn.nec.com/,情報通信,東京都,,東証1部資本金-,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001376.000078149.html
株式会社パタンナー,,深野嗣,深野嗣 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000120.000105601.html
株式会社asken,,天辰次郎,天辰次郎 様,,https://www.asken.inc,情報通信,東京都,,未上場,2007,PR TIMES,https://prtimes.jp/main/html/rd/p/000000246.000058653.html
株式会社Kalowave Japan,,名黄冰鈺,名黄冰鈺 様,,https://www.kalodata.com,サービス業,東京都,,未上場,2025,PR TIMES,https://prtimes.jp/main/html/rd/p/000000040.000167462.html
株式会社 トイポ,,村岡,村岡 様,,,,：福岡県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000051.000047485.html
株式会社Srush,,橋本,橋本 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000090.000070907.html
Ridgelinez株式会社,,森光威文,森光威文 様,,https://www.ridgelinez.com/,情報通信,東京都,03-5962-9391,未上場,2020,PR TIMES,https://prtimes.jp/main/html/rd/p/000000099.000081732.html
株式会社CODATUM,,柴山直樹,柴山直樹 様,,https://codatum.jp/,情報通信,東京都,050-1808-9942,未上場,2023,PR TIMES,https://prtimes.jp/main/html/rd/p/000000032.000148801.html
Memoreru,,コメント,コメント 様,,https://memoreru.com,情報通信,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000185556.html
株式会社Ｊストリーム,,石松,石松 様,,https://www.stream.co.jp/,情報通信,東京都,03-5765-7744,東証グロース資本,1997,PR TIMES,https://prtimes.jp/main/html/rd/p/000000100.000134168.html
マイクロストラテジー・ジャパン株式会社,,フア,フア 様,,https://www.strategy.com/ja/software,情報通信,東京都,03-3511-6700,,2003,PR TIMES,https://prtimes.jp/main/html/rd/p/000000014.000079290.html
株式会社メディックス,,馬場昭彦,馬場昭彦 様,,https://www.medix-inc.co.jp/,情報通信,東京都,03-5280-9476,東証スタンダード,1984,PR TIMES,https://prtimes.jp/main/html/rd/p/000000120.000060313.html
株式会社DENCYU,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000010.000171649.html
ソートスポット合同会社,,山下和代,山下和代 様,,https://www.thoughtspot.com/jp,情報通信,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000024.000045437.html
株式会社Queue,,柴田直人,柴田直人 様,,https://www.queue-inc.com/,情報通信,東京都,03-6407-9982,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000131.000050750.html
ブティックス株式会社,,新村祐三,新村祐三 様,,https://btix.jp,サービス業,東京都,03-6303-9611,東証グロース資本,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000241.000017704.html
株式会社プラコレ,,武藤功樹,武藤功樹 様,,http://pla-cole.co/,情報通信,神奈川県,0120-370-090,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000001110.000021126.html
株式会社SHO-SAN,,髙谷一起,髙谷一起 様,,https://www.sho-san.co.jp/,サービス業,長千葉県,03-5929-7768,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000023.000057281.html
株式会社MEDIUM,,石川,石川 様,,,サービス業,東京都,,未上場,2023,PR TIMES,https://prtimes.jp/main/html/rd/p/000000007.000167026.html
株式会社100,,田村,田村 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000231.000052511.html
株式会社zapath,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000021.000158176.html
シナジーマーケティング株式会社,,星野,星野 様,,https://corp.synergy-marketing.co.jp/,情報通信,大阪府,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000291.000045892.html
株式会社サブスクライン,,宇野,宇野 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000114.000100004.html
株式会社電通デジタル,,瀧本恒,瀧本恒 様,,https://www.dentsudigital.co.jp/,サービス業,東京都,03-6217-6036,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000273.000121065.html
エンバーポイント株式会社,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000055.000085735.html
株式会社コンビーズ,,名山,名山 様,,https://www.combeez.com/corp/,情報通信,東京都,050-1794-2259,未上場,2002,PR TIMES,https://prtimes.jp/main/html/rd/p/000000054.000001631.html
株式会社ベーシック,,秋山勝,秋山勝 様,,https://media.clabel.jp/seminar/sfa-crm-selection-202607?clabel_source=basic,情報通信,東京都,,東証グロース資本,2004,PR TIMES,https://prtimes.jp/main/html/rd/p/000000685.000006585.html
株式会社Goofy,,澤口,澤口 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000035.000107047.html
ソフトブレーン株式会社,,豊田,豊田 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000078.000022585.html
UPWARD株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000198.000015260.html
株式会社Smapo,,蔭山,蔭山 様,,https://www.smapo.co/company,情報通信,東京都,,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000017.000092491.html
株式会社UniteX,,,,,,,：沖縄県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000011.000164532.html
株式会社セキュア,,谷口,谷口 様,,https://secureinc.co.jp/,情報通信,東京都,03-6911-0660,,2002,PR TIMES,https://prtimes.jp/main/html/rd/p/000000144.000052942.html
TSP太陽株式会社,,池澤嘉悟,池澤嘉悟 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000187.000056254.html
株式会社MOTTERU,,櫻田良太,櫻田良太 様,,https://motteru.co.jp/,商業（卸売業、小売業）,神奈川県,046-205-8090,未上場,2020,PR TIMES,https://prtimes.jp/main/html/rd/p/000000326.000078304.html
サンワサプライ株式会社,,山田和範,山田和範 様,,http://www.sanwa.co.jp/,製造業,東京都,086-223-3311,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000006009.000011495.html
株式会社Vible works,,野村迅所在地,野村迅所在地 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000172710.html
株式会社ライト,,中村,中村 様,,https://www.right.jp/,商業（卸売業、小売業）,東京都,03-3653-4311,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000006.000096980.html
株式会社Flyby,,中山悠,中山悠 様,,https://flyby.co.jp/,情報通信,東京都,090-3693-5672,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000165362.html
株式会社ITファブリッジ,,遠橋直之,遠橋直之 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000181363.html
ピクオス株式会社,,濱田幸弘,濱田幸弘 様,,https://www.pyxos-jk.co.jp/,情報通信,鹿児島県,099-297-5100,未上場,1984,PR TIMES,https://prtimes.jp/main/html/rd/p/000000007.000125219.html
株式会社B4A,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000074.000119902.html
tripla株式会社,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000153.000019447.html
ジクー株式会社,,鈴木真一郎,鈴木真一郎 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000054.000063044.html
株式会社SPWL,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000001.000185131.html
株式会社サインド,,奥脇隆司,奥脇隆司 様,,https://cynd.co.jp/,情報通信,東京都,03-6277-2658,東証グロース資本,2011,PR TIMES,https://prtimes.jp/main/html/rd/p/000000061.000070708.html
Check Inn株式会社,,田中健太郎,田中健太郎 様,,https://www.checkinn.jp/,情報通信,東京都,,未上場,2021,PR TIMES,https://prtimes.jp/main/html/rd/p/000000022.000087908.html
株式会社スタジオフロッグ,,高井大輔,高井大輔 様,,http://studiofrog.net/,情報通信,東京都,050-7107-9308,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000021.000040707.html
株式会社ネットプロテクションズ,,柴田,柴田 様,,https://corp.netprotections.com/,サービス業,東京都,03-4588-6843,東証プライム資本,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000534.000022451.html
株式会社DGビジネステクノロジー,,清水和徳,清水和徳 様,,https://www.dgbt.jp/,サービス業,東京都,03-6367-1458,未上場,2010,PR TIMES,https://prtimes.jp/main/html/rd/p/000000090.000009752.html
Slash Fintech Limited,,佐藤伸介,佐藤伸介 様,,https://slash.vision/,情報通信,,,未上場,2021,PR TIMES,https://prtimes.jp/main/html/rd/p/000000082.000113938.html
三井ダイレクト損害保険株式会社,,佐久間美奈子,佐久間美奈子 様,,http://www.mitsui-direct.co.jp/,金融・保険業,東京都,0570-200-207,未上場,1999,PR TIMES,https://prtimes.jp/main/html/rd/p/000000234.000002355.html
株式会社京王アートマン,,名林由紀,名林由紀 様,,https://www.keio-atman.co.jp/,商業（卸売業、小売業）,東京都,042-337-2540,未上場,1985,PR TIMES,https://prtimes.jp/main/html/rd/p/000000159.000155796.html
シャトルロックジャパン株式会社,,金光展意,金光展意 様,,https://www.shuttlerock.co.jp/,情報通信,東京都,03-6272-6480,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000224.000017404.html
ククル株式会社,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000181803.html
三井住友トラストクラブ株式会社,,山口信明,山口信明 様,,https://www.sumitclub.jp/ja/corporate_site.html,金融・保険業,東京都,,未上場,1960,PR TIMES,https://prtimes.jp/main/html/rd/p/000000319.000030208.html
株式会社 和光,,庭崎紀代子,庭崎紀代子 様,,https://www.wako.co.jp/,商業（卸売業、小売業）,た高知県,03-3562-2111,未上場,1947,PR TIMES,https://prtimes.jp/main/html/rd/p/000000350.000025779.html
株式会社ブラス,,河合達明,河合達明 様,,https://www.brass.ne.jp/corporate/,サービス業,北海道,052-571-3322,東証スタンダード,1998,PR TIMES,https://prtimes.jp/main/html/rd/p/000000070.000133073.html
株式会社菓匠三全,,田中秀史,田中秀史 様,,http://www.sanzen.co.jp,製造業,、宮城県,022-268-3001,未上場,1947,PR TIMES,https://prtimes.jp/main/html/rd/p/000000125.000029663.html
ラ・メゾン・デュ・ショコラ・ジャポン株式会社,,フィリップ,フィリップ 様,,,製造業, 福岡県,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000059.000108726.html
株式会社ライテック,,廣田拓郎,廣田拓郎 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000140.000050476.html
青木フルーツ株式会社,,青木大輔,青木大輔 様,,https://aokifruit.jp/,商業（卸売業、小売業）,：福島県,0243-36-1877,未上場,1950,PR TIMES,https://prtimes.jp/main/html/rd/p/000000201.000054019.html
東急株式会社,,堀江正博,堀江正博 様,,http://www.tokyu.co.jp,倉庫・運輸関連業,東京都,03-3477-0109,東証1部資本金1,1922,PR TIMES,https://prtimes.jp/main/html/rd/p/000001335.000010686.html
吉本興業株式会社,,岡本昭彦,岡本昭彦 様,,http://www.yoshimoto.co.jp/corp/,サービス業,」宮崎県,,未上場,1912,PR TIMES,https://prtimes.jp/main/html/rd/p/000005131.000029501.html
株式会社カルティブ,,池田清,池田清 様,,https://cultive.co.jp/,情報通信,神奈川県,045-442-3874,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000094.000112121.html
グローバルスタイル株式会社,,田城弘志,田城弘志 様,,https://www.global-style.jp/corporate/,商業（卸売業、小売業）,、島根県,06-6206-2711,東証スタンダード,1949,PR TIMES,https://prtimes.jp/main/html/rd/p/000000390.000019787.html
レッドホースコーポレーション株式会社,,山田,山田 様,,https://www.redhorse.co.jp/,サービス業,東京都,,未上場,1964,PR TIMES,https://prtimes.jp/main/html/rd/p/000000557.000048395.html
花王株式会社,,長谷部佳宏,長谷部佳宏 様,,http://www.kao.com/jp/,製造業,東京都,,東証1部資本金8,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001844.000009276.html
ＷＳオーディオロジージャパン株式会社,,名申東一,名申東一 様,,https://www.signia.net/ja-jp/,医療・福祉,神奈川県,046-289-0303,未上場,1960,PR TIMES,https://prtimes.jp/main/html/rd/p/000000052.000025658.html
株式会社新潮社,,佐藤隆信,佐藤隆信 様,,https://www.shinchosha.co.jp/,情報通信,年愛知県,03-3266-5220,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000002967.000047877.html
ウッドデザインパーク株式会社,,鈴木大基,鈴木大基 様,,https://wood-designpark.jp,飲食店・宿泊業,【埼玉県,052-879-3557,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000001033.000045400.html
株式会社SYNTH,,田井秀清,田井秀清 様,,https://synth.co.jp/,不動産業,大阪府,06-6123-7045,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000015.000124248.html
日本リージャス株式会社,,西岡真吾,西岡真吾 様,,https://www.regus-office.jp,不動産業,東京都,03-6722-3500,未上場,1998,PR TIMES,https://prtimes.jp/main/html/rd/p/000000103.000115946.html
株式会社いいオフィス,,龍崎宏,龍崎宏 様,,https://e-office.inc/,サービス業,都道府県,03-4550-0197,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000326.000046744.html
福岡地所株式会社,,榎本一郎,榎本一郎 様,,http://www.fukuokajisho.com/,不動産業,福岡県,092-272-2787,未上場,1961,PR TIMES,https://prtimes.jp/main/html/rd/p/000000018.000022997.html
株式会社Musashino Valley,,佐藤基典,佐藤基典 様,,https://www.musashino-valley.jp/,サービス業,東京都,,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000029.000121433.html
オークランド観光開発株式会社,,松永明子,松永明子 様,,,サービス業,（愛知県,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000049.000030467.html
株式会社プロフィッツ,,田中慎一郎,田中慎一郎 様,,https://profitz.jp/,不動産業,東京都,03-6721-1993,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000070.000067999.html
株式会社ザ・建物,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000029.000139377.html
株式会社サンケイビル,,飯島一暢,飯島一暢 様,,https://www.sankeibldg.co.jp/,不動産業,東京都,03-5542-1313,未上場,1951,PR TIMES,https://prtimes.jp/main/html/rd/p/000000132.000024930.html
日鉄興和不動産株式会社,,三輪正浩,三輪正浩 様,,http://www.nskre.co.jp/,不動産業,東京都,03-6774-8000,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000591.000001379.html
株式会社石見銀山地域経営研究所,,松場忠,松場忠 様,,https://asobu-koho.jp/,サービス業,！島根県,,未上場,2024,PR TIMES,https://prtimes.jp/main/html/rd/p/000000005.000153682.html
