企業名,電話,メール,業種,従業員数レンジ,採用人数,リード状況,経路温度,セグメント,提案プラン,類似スコア,成約見込み,経路lift,業種lift,規模lift,採用lift,確信軸数,なぜ類似
三和タジマ株式会社,0568-67-1321,stsaiyou01@sip.sanwa-ss.co.jp,建築設計,100～300人未満,21～25名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,3,2.9%,0.42x,0.24x,1.12x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[建築設計]0.24x｜規模[100-300名]1.12x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込2.9%
太陽生命保険株式会社,03-3272-6420,,生命保険,1万人～,51～100名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,3,2.9%,0.42x,0.67x,0.47x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[生命保険]0.67x｜規模[1万名超]0.47x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込2.9%
第一三共株式会社,03-6225-1111,daiichisankyo@saiyo.jp,薬品,5千～1万人未満,16～20名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,3,2.6%,0.42x,0.27x,0.89x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[薬品]0.27x｜規模[5000-1万名]0.89x｜新卒採用[16-20名]1.52x｜競合ATS確認｜成約見込2.6%
東京都,03-5321-1111,,官公庁・警察,1万人～,201～300名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,3,2.7%,0.42x,0.73x,0.47x,1.10x,4,経路[コールド媒体一括]0.42x｜業種[官公庁・警察]0.73x｜規模[1万名超]0.47x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込2.7%
非破壊検査株式会社,06-6539-5821,recruit@hihakaikensa.co.jp,検査・整備・メンテナンス,500～1千人未満,31～35名,02：担当者未接触,コールド媒体一括,有効(中堅上),スタンダード提案,3,3.0%,0.42x,0.23x,1.30x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[検査・整備・メンテナンス]0.23x｜規模[500-1000名]1.30x｜新卒採用[31-50名]1.41x｜スタンダード提案｜成約見込3.0%
明治コンサルタント株式会社,011-562-3066,mc-saiyo@meicon.co.jp,建設コンサルタント,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,3,3.2%,0.42x,0.26x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[建設コンサルタント]0.26x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込3.2%
サンテレホン株式会社,03-5651-3200,saiyo@sun.co.jp,商社（通信）,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,2,1.8%,0.42x,0.15x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（通信）]0.15x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込1.8%
学校法人昭和大学,03-3784-8000,saiyo@ofc.showa-u.ac.jp,学校法人,5千～1万人未満,26～30名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,2,1.8%,0.42x,0.18x,0.89x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[学校法人]0.18x｜規模[5000-1万名]0.89x｜新卒採用[21-30名]1.53x｜競合ATS確認｜成約見込1.8%
学校法人日本医科大学,03-3822-2131,,学校法人,5千～1万人未満,11～15名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,2,1.8%,0.42x,0.18x,0.89x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[学校法人]0.18x｜規模[5000-1万名]0.89x｜新卒採用[11-15名]1.52x｜競合ATS確認｜成約見込1.8%
学校法人東海大学,03-3467-2211,,学校法人,5千～1万人未満,26～30名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,2,1.8%,0.42x,0.18x,0.89x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[学校法人]0.18x｜規模[5000-1万名]0.89x｜新卒採用[21-30名]1.53x｜競合ATS確認｜成約見込1.8%
株式会社ブリヂストン,03-6836-3122,,タイヤ・ゴム製品,1万人～,51～100名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,2,1.6%,0.42x,0.35x,0.47x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[タイヤ・ゴム製品]0.35x｜規模[1万名超]0.47x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込1.6%
株式会社天水総合カンパニー,0968-72-5601,tsuiji@tensui-sc.com,商社（通信）,100～300人未満,6～10名,02：担当者未接触,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,2,1.9%,0.42x,0.15x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[商社（通信）]0.15x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込1.9%
東芝グループ,044-578-8251,,総合電機,2千～5千人未満,51～100名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,2,2.2%,0.42x,0.21x,1.15x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[総合電機]0.21x｜規模[2000-5000名]1.15x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込2.2%
株式会社共栄システムズ,03-5471-2345,,総合電機,2千～5千人未満,101～200名,04：ジャッジ,コールド媒体一括,要注意(大),競合ATS確認,2,1.9%,0.42x,0.21x,1.15x,1.10x,4,経路[コールド媒体一括]0.42x｜業種[総合電機]0.21x｜規模[2000-5000名]1.15x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込1.9%
株式会社日立パワーソリューションズ,03-6285-2970,info_saiyou@pis.hitachi.co.jp,総合電機,2千～5千人未満,51～100名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,2,2.2%,0.42x,0.21x,1.15x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[総合電機]0.21x｜規模[2000-5000名]1.15x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込2.2%
吉本興業ホールディングス株式会社,06-6643-1122,saiyo@yoshimoto.co.jp,芸能・映画・音楽,500～1千人未満,11～15名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,2,2.3%,0.42x,0.16x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[芸能・映画・音楽]0.16x｜規模[500-1000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込2.3%
三菱電機ビルソリューションズ株式会社,03-3201-8070,a_recruit2026@meltec.co.jp,輸送用機器,1万人～,101～200名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,2,2.2%,0.42x,0.61x,0.47x,1.10x,4,経路[コールド媒体一括]0.42x｜業種[輸送用機器]0.61x｜規模[1万名超]0.47x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込2.2%
MS＆ADインシュアランスグループ,042-648-3739,,損害保険,2千～5千人未満,301名～,02：担当者未接触,コールド媒体一括,要注意(大),競合ATS確認,2,2.2%,0.42x,0.24x,1.15x,1.10x,4,経路[コールド媒体一括]0.42x｜業種[損害保険]0.24x｜規模[2000-5000名]1.15x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込2.2%
森トラスト・ホテルズ＆リゾーツ株式会社,03-6409-2807,graduate@mt-hr.com,その他ビジネスサービス,500～1千人未満,6～10名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[500-1000名]1.30x｜新卒採用[6-10名]1.55x｜スタンダード提案｜成約見込1.3%
エコートレーディング株式会社,06-6396-8250,,商社（その他製品）,100～300人未満,16～20名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,0.9%,0.42x,0.07x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（その他製品）]0.07x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込0.9%
NTTアーバンバリューサポート株式会社,03-6384-0600,,不動産（管理）,500～1千人未満,21～25名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,1,1.5%,0.42x,0.10x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[不動産（管理）]0.10x｜規模[500-1000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込1.5%
ダイコー通産株式会社,089-923-2480,saiyou2027@daiko-tsusan.co.jp,その他ビジネスサービス,100～300人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,1.1%,0.42x,0.09x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込1.1%
タカラベルモント株式会社,0120-34-3606,tbhr@takara-net.com,その他ビジネスサービス,1千～2千人未満,11～15名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[1000-2000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込1.3%
ニチコン株式会社,075-231-8461,saiyou@nichicon.com,電気機械器具生産/卸売り,300～500人未満,51～100名,02：担当者未接触,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,1.2%,0.42x,0.09x,1.41x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[電気機械器具生産/卸売り]0.09x｜規模[300-500名]1.41x｜新卒採用[51-100名]1.32x｜ミニマム/ミドル｜成約見込1.2%
ローツェ株式会社,084-960-0001,jinji@rorze.com,電気機械器具生産/卸売り,100～300人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,1.2%,0.42x,0.09x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[電気機械器具生産/卸売り]0.09x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込1.2%
株式会社インターナカツ,050-3732-5388,jf-saiyou@jeansfactory.net,その他ビジネスサービス,100～300人未満,16～20名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,1.1%,0.42x,0.09x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込1.1%
株式会社アイリックコーポレーション,03-5840-9551,recruit@irrc.co.jp,その他ビジネスサービス,100～300人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,1.1%,0.42x,0.09x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込1.1%
株式会社URリンケージ,03-6803-6220,saiyou@urlk.co.jp,その他ビジネスサービス,1千～2千人未満,11～15名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[1000-2000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込1.3%
株式会社くすりの福太郎,047-444-4129,sekiguchi-fukutaro@tsuruha.co.jp,その他ビジネスサービス,1千～2千人未満,51～100名,89：リサイクル,コールド媒体一括,有効(上限),スタンダード提案,1,1.1%,0.42x,0.09x,1.30x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[1000-2000名]1.30x｜新卒採用[51-100名]1.32x｜スタンダード提案｜成約見込1.1%
株式会社クマヒラ,03-3270-4381,ejinji@kumahira.co.jp,商社（その他製品）,500～1千人未満,46～50名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,1,0.9%,0.42x,0.07x,1.30x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[商社（その他製品）]0.07x｜規模[500-1000名]1.30x｜新卒採用[31-50名]1.41x｜スタンダード提案｜成約見込0.9%
株式会社きらぼし銀行,03-6447-5822,recruit@kiraboshibank.co.jp,その他ビジネスサービス,2千～5千人未満,51～100名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,1,1.0%,0.42x,0.09x,1.15x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[2000-5000名]1.15x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込1.0%
株式会社ダイヘン,06-6390-5503,saiyo@daihen.co.jp,その他ビジネスサービス,1千～2千人未満,6～10名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[1000-2000名]1.30x｜新卒採用[6-10名]1.55x｜スタンダード提案｜成約見込1.3%
株式会社ニッショー,052-912-2001,b10003@nissho-apn.co.jp,その他ビジネスサービス,500～1千人未満,16～20名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[500-1000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込1.3%
株式会社ユーハイム,078-302-8092,jinji@juchheim.co.jp,その他ビジネスサービス,500～1千人未満,16～20名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[500-1000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込1.3%
株式会社らかんスタジオ,0422-70-0203,saiyou@laquan.com,その他ビジネスサービス,100～300人未満,21～25名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,1.1%,0.42x,0.09x,1.12x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[100-300名]1.12x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込1.1%
株式会社京三製作所,045-503-8101,jinji@kyosan.co.jp,その他ビジネスサービス,1千～2千人未満,31～35名,89：リサイクル,コールド媒体一括,有効(上限),スタンダード提案,1,1.2%,0.42x,0.09x,1.30x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[1000-2000名]1.30x｜新卒採用[31-50名]1.41x｜スタンダード提案｜成約見込1.2%
株式会社折兼,052-589-4111,yukinobu-ban@orikane.co.jp,商社（その他製品）,100～300人未満,11～15名,02：担当者未接触,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,1,0.9%,0.42x,0.07x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（その他製品）]0.07x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込0.9%
株式会社森ビルホスピタリティコーポレーション,03-6830-1222,emhc-hr-recruit@mori.co.jp,その他ビジネスサービス,1千～2千人未満,36～40名,02：担当者未接触,コールド媒体一括,有効(上限),スタンダード提案,1,1.2%,0.42x,0.09x,1.30x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[1000-2000名]1.30x｜新卒採用[31-50名]1.41x｜スタンダード提案｜成約見込1.2%
株式会社長谷工コミュニティ,06-6201-5072,hcm-saiyo@haseko.co.jp,不動産（管理）,1千～2千人未満,51～100名,89：リサイクル,コールド媒体一括,有効(上限),スタンダード提案,1,1.3%,0.42x,0.10x,1.30x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[不動産（管理）]0.10x｜規模[1000-2000名]1.30x｜新卒採用[51-100名]1.32x｜スタンダード提案｜成約見込1.3%
株式会社東海理化,0587-95-4145,jks@exc.tokai-rika.co.jp,その他ビジネスサービス,5千～1万人未満,36～40名,02：担当者未接触,コールド媒体一括,要注意(大),競合ATS確認,1,0.8%,0.42x,0.09x,0.89x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[5000-1万名]0.89x｜新卒採用[31-50名]1.41x｜競合ATS確認｜成約見込0.8%
共栄火災海上保険株式会社,03-3504-0133,saiyou.jinji@kyoeikasai.co.jp,その他ビジネスサービス,2千～5千人未満,31～35名,02：担当者未接触,コールド媒体一括,要注意(大),競合ATS確認,1,1.0%,0.42x,0.09x,1.15x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[その他ビジネスサービス]0.09x｜規模[2000-5000名]1.15x｜新卒採用[31-50名]1.41x｜競合ATS確認｜成約見込1.0%
株式会社日立パワーデバイス,0294-22-0330,gyoumu.soumu.xw@minebeamitsumi.com,電気機械器具生産/卸売り,500～1千人未満,11～15名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,1,1.3%,0.42x,0.09x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[電気機械器具生産/卸売り]0.09x｜規模[500-1000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込1.3%
